동,거래월,아파트명,전용면적,층수,건설년도,거래금액
상동,2,라일락마을(신성미소지움),59.962,15,2002,41800
상동,2,라일락마을(경남아너스빌),84.8,13,2002,49500
상동,2,다정한마을(주공),84.8,7,2002,43500
상동,2,푸른마을(한라),59.998,7,2002,52900
상동,2,푸른마을(창보),84.9641,5,2002,65000
상동,2,행복한마을(서해),112.155,6,2002,74000
상동,2,"한아름마을(삼환,동아,동성)",84.87,7,1994,35500
상동,2,반달마을(선경),59.92,9,1993,23300
상동,2,반달마을(동아),59.92,10,1993,25000
상동,2,반달마을(극동신라),41.44,8,1994,19000
상동,2,반달마을(극동신라),59.535,10,1994,29300
상동,2,반달마을(극동신라),84.91,18,1994,40300
상동,2,반달마을(건영),55.73,8,1993,26000
상동,2,반달마을(건영),55.73,13,1993,23800
상동,2,반달마을(건영),59.76,2,1993,25500
상동,2,백송마을(풍림아이원),59.997,11,2002,41000
상동,2,상동스카이뷰자이,84.9985,35,2018,74000
상동,2,하얀마을(경남),59.8218,9,2002,36000
상동,2,하얀마을(경남),59.8218,14,2002,36000
상동,2,라일락마을(신성미소지움),59.881,2,2002,37700
상동,2,백송마을(상록LG),84.84,2,2003,53400
상동,2,라일락마을(경남아너스빌),84.8,12,2002,48000
상동,2,행복한마을(금호),84.87,3,2002,64000
상동,2,다정한마을(삼성),84.935,11,2002,46300
상동,2,라일락마을(경남아너스빌),84.8,2,2002,46000
상동,2,라일락마을(신성미소지움),59.962,9,2002,41500
상동,2,라일락마을(신성미소지움),59.962,2,2002,40200
상동,2,반달마을(건영),55.73,18,1993,26000
상동,2,동양파라곤,123.26,17,2007,44000
상동,2,진달래마을(대림),84.953,1,2002,48500
상동,2,윌타운,38.7,11,2002,7500
상동,2,라일락마을(신성미소지움),59.881,22,2002,41000
상동,2,다정한마을(주공),84.8,7,2002,44000
상동,2,진달래마을(효성),84.98,10,2002,63500
상동,2,다정한마을(금강),84.986,4,2003,47300
상동,2,"한아름마을(현대,라이프)",59.58,9,1993,25100
상동,2,"한아름마을(현대,라이프)",59.4,4,1993,24000
상동,2,"한아름마을(현대,라이프)",59.4,12,1993,26000
상동,2,"한아름마을(현대,라이프)",84.778,9,1993,35500
상동,2,한아름마을(동원),84.97,14,1995,34500
상동,2,한아름마을(동원),84.97,1,1995,30000
상동,2,"한아름마을(삼환,동아,동성)",84.87,11,1994,36000
상동,2,"한아름마을(삼환,동아,동성)",84.87,3,1994,35800
상동,2,"한아름마을(삼환,동아,동성)",84.87,12,1994,37700
상동,2,"한아름마을(삼환,동아,동성)",59.4,13,1994,25200
상동,2,"사랑마을(벽산,선경,삼익)",156.15,20,1994,56000
상동,2,반달마을(선경),59.92,14,1993,25800
상동,2,반달마을(선경),59.28,11,1993,26000
상동,2,반달마을(삼익),82.9,5,1993,34800
상동,2,반달마을(동아),59.28,1,1993,24300
상동,2,반달마을(동아),59.92,15,1993,25000
상동,2,반달마을(극동신라),41.44,14,1994,18500
상동,2,반달마을(극동신라),59.76,9,1994,28000
상동,2,반달마을(극동신라),59.76,8,1994,28200
상동,2,반달마을(극동신라),59.76,6,1994,30800
상동,2,반달마을(극동신라),59.535,4,1994,28500
상동,2,반달마을(극동신라),59.76,14,1994,29400
상동,2,반달마을(건영),55.73,13,1993,24700
상동,2,반달마을(극동신라),84.91,22,1994,42800
상동,2,동양파라곤,123.26,8,2007,43000
상동,2,동양파라곤,104.61,10,2007,40000
상동,2,백송마을(동남디아망),83.84,15,2002,55800
상동,2,리파인빌,84.24,16,2004,32300
상동,2,라일락마을(경남아너스빌),84.8,2,2002,45950
상동,2,라일락마을(경남아너스빌),84.8,1,2002,46000
상동,2,다정한마을(주공),84.8,3,2002,42000
상동,2,다정한마을(주공),84.8,8,2002,44700
상동,2,진달래마을(효성),84.98,6,2002,62500
상동,2,진달래마을(효성),84.98,8,2002,62700
상동,2,다정한마을(쌍용),134.929,2,2003,61500
상동,2,다정한마을(삼성),84.935,11,2002,46000
상동,2,"한아름마을(현대,라이프)",59.4,14,1993,25600
상동,2,한아름마을(한국),59.1,16,1996,28300
상동,2,한아름마을(동원),84.97,10,1995,33500
상동,2,"한아름마을(삼환,동아,동성)",84.87,4,1994,34700
상동,2,"한아름마을(삼환,동아,동성)",84.87,9,1994,34200
상동,2,"한아름마을(삼환,동아,동성)",84.87,8,1994,35700
상동,2,"한아름마을(삼환,동아,동성)",59.4,11,1994,25500
상동,2,백송마을(풍림아이원),59.997,8,2002,41450
상동,2,백송마을(풍림아이원),59.997,14,2002,38800
상동,2,백송마을(풍림아이원),59.997,8,2002,40900
상동,2,반달마을(삼익),82.9,8,1993,35000
상동,2,반달마을(극동신라),41.44,4,1994,17700
상동,2,반달마을(건영),59.84,4,1993,26500
상동,2,동양파라곤,104.61,7,2007,37800
상동,2,진달래마을(신동아),84.8533,13,2002,55500
상동,2,라일락마을(동양),84.9874,3,2002,52000
상동,2,다정한마을(쌍용),101.703,2,2003,54000
상동,2,다정한마을(쌍용),101.703,16,2003,61800
상동,2,"한아름마을(현대,라이프)",59.58,13,1993,25800
상동,2,"한아름마을(현대,라이프)",59.4,11,1993,26300
상동,2,한아름마을(한국),59.1,8,1996,29500
상동,2,"한아름마을(삼환,동아,동성)",84.87,3,1994,34700
상동,2,"한아름마을(삼환,동아,동성)",84.87,5,1994,36500
상동,2,"한아름마을(삼환,동아,동성)",84.87,11,1994,38900
상동,2,사랑마을(청구),101.53,2,1993,42500
상동,2,반달마을(선경),59.92,15,1993,25900
상동,2,반달마을(삼익),82.9,10,1993,34200
상동,2,반달마을(동아),59.92,10,1993,27500
상동,2,반달마을(동아),50.03,1,1993,20500
상동,2,반달마을(극동신라),59.535,14,1994,28600
상동,2,반달마을(극동신라),59.535,12,1994,29000
상동,2,반달마을(극동신라),59.76,5,1994,27500
상동,2,반달마을(건영),59.84,9,1993,27300
상동,2,반달마을(건영),55.73,14,1993,25600
상동,2,성진아파트,53.95,6,2015,28800
상동,2,동양파라곤,104.61,6,2007,36500
상동,2,진달래마을(대림),84.953,4,2002,59300
상동,2,라일락마을(신성미소지움),59.962,14,2002,43000
상동,2,라일락마을(신성미소지움),59.881,25,2002,41700
상동,2,라일락마을(대우유림),84.9196,7,2002,55750
상동,2,다정한마을(금강),84.986,20,2003,51000
상동,2,"한아름마을(현대,라이프)",84.778,17,1993,37000
상동,2,"한아름마을(현대,라이프)",84.778,9,1993,38700
상동,2,"한아름마을(현대,라이프)",75.188,9,1993,32800
상동,2,한아름마을(한국),59.1,6,1996,31300
상동,2,한아름마을(한국),48.18,12,1996,17300
상동,2,사랑마을(청구),134.805,6,1993,48000
상동,2,반달마을(선경),59.28,1,1993,23500
상동,2,반달마을(삼익),82.9,18,1993,33900
상동,2,반달마을(삼익),82.9,12,1993,35500
상동,2,반달마을(동아),39.84,15,1993,17500
상동,2,반달마을(동아),50.03,9,1993,23000
상동,2,반달마을(극동신라),59.76,11,1994,29200
상동,2,반달마을(건영),59.84,5,1993,29500
상동,2,반달마을(건영),55.73,15,1993,24800
상동,2,반달마을(건영),59.84,2,1993,24000
상동,2,반달마을(건영),59.84,3,1993,27300
상동,2,라일락마을(신성미소지움),59.962,9,2002,42500
상동,2,행복한마을(서해),112.155,12,2002,76000
상동,2,라일락마을(동양),84.9874,15,2002,59990
상동,2,"한아름마을(현대,라이프)",59.58,8,1993,25900
상동,2,"한아름마을(현대,라이프)",84.778,15,1993,37000
상동,2,한아름마을(동원),59.4,7,1995,26300
상동,2,한아름마을(동원),84.97,4,1995,33000
상동,2,"한아름마을(삼환,동아,동성)",59.4,15,1994,25300
상동,2,백송마을(풍림아이원),59.997,11,2002,41000
상동,2,반달마을(동아),59.92,15,1993,25800
상동,2,반달마을(동아),50.03,2,1993,23300
상동,2,반달마을(동아),59.92,11,1993,26500
상동,2,반달마을(극동신라),59.535,9,1994,29000
상동,2,반달마을(건영),55.73,3,1993,25300
상동,2,반달마을(삼익),82.9,15,1993,39000
상동,2,백송마을(동남디아망),84.48,19,2002,57000
상동,2,백송마을(동남디아망),84.48,12,2002,56700
상동,2,진달래마을(대림),84.953,7,2002,57000
상동,2,라일락마을(신성미소지움),59.962,5,2002,43500
상동,2,라일락마을(신성미소지움),59.962,8,2002,43500
상동,2,라일락마을(신성미소지움),59.962,2,2002,41300
상동,2,라일락마을(경남아너스빌),84.8,15,2002,49800
상동,2,다정한마을(주공),84.8,13,2002,44500
상동,2,라일락마을(대우유림),84.9196,20,2002,58000
상동,2,진달래마을(대우),130.3698,13,2002,77000
상동,2,다정한마을(금강),84.986,5,2003,51800
상동,2,다정한마을(금강),84.986,12,2003,50000
상동,2,백송마을(풍림아이원),59.997,12,2002,38800
상동,2,백송마을(풍림아이원),59.997,21,2002,41400
상동,2,백송마을(엘지에스케이),98.9986,1,2002,63300
소사동,2,금강,62.1,1,1983,20700
소사동,2,금강,69.39,1,1983,25000
소사동,2,대화,57.15,3,1985,17000
소사본동,2,한신,41.295,4,1984,15500
소사본동,2,소사에스케이뷰,84.9841,9,2004,47000
소사본동,2,한신,84.205,2,1984,26300
소사본동,2,두산,101.82,5,1995,38000
소사본동,2,부천소사역푸르지오,84.9779,11,2012,65000
소사본동,2,소새울KCC스위첸,101.32,9,2012,54000
소사본동,2,주공,58.14,2,1995,20000
소사본동,2,주공,58.14,9,1995,22500
소사본동,2,한신,41.295,5,1984,16020
소사본동,2,주공뜨란채,84.85,4,2006,40500
소사본동,2,한신,64.335,9,1984,22000
소사본동,2,소사에스케이뷰,84.9841,4,2004,41500
소사본동,2,소사에스케이뷰,84.9841,7,2004,46500
소사본동,2,한신,84.205,3,1984,23000
소사본동,2,소사에스케이뷰,84.9841,4,2004,46000
소사본동,2,한신,41.295,11,1984,15800
소사본동,2,소사에스케이뷰,84.9841,15,2004,45700
소사본동,2,한신,84.495,10,1984,27000
소사본동,2,부천소사역푸르지오,122.8644,9,2012,73500
소사본동,2,소사에스케이뷰,84.9841,4,2004,46800
소사본동,2,현대부러운,66.51,3,1984,16000
소사본동,2,양우파크타운(내안愛),84.77,12,2003,39000
소사본동,2,한신,64.335,8,1984,22700
소사본동,2,한신,84.205,9,1984,29000
소사본동,2,한신,64.335,4,1984,22900
소사본동,2,주공뜨란채,84.85,20,2006,49900
소사본동,2,소사새롬하이빌,107.39,10,2004,34000
소사본동,2,주공뜨란채,84.85,3,2006,41800
소사본동,2,주공,58.14,12,1995,22850
소사본동,2,부천소사역푸르지오,122.8644,27,2012,74250
소사본동,2,주공뜨란채,84.85,17,2006,38900
소사본동,2,주공뜨란채,84.85,7,2006,40700
소사본동,2,소사에스케이뷰,84.9841,1,2004,43500
소사본동,2,주공,58.14,9,1995,21000
소사본동,2,주공,58.14,9,1995,22300
소사본동,2,주공,58.14,15,1995,20400
소사본동,2,디에이치웰카운티,68.8,8,2019,38000
소사본동,2,주공뜨란채,84.85,14,2006,43500
소사본동,2,소사에스케이뷰,84.9841,16,2004,48000
소사본동,2,청구,134.55,11,1995,40000
소사본동,2,삼성,101.82,8,1995,37000
소사본동,2,진양,39.12,1,1988,13500
소사본동,2,소라아파트,45.72,2,1989,14000
소사본동,2,소사에스케이뷰,84.9841,4,2004,47900
소사본동,2,소사에스케이뷰,84.9841,14,2004,47500
소사본동,2,한신,64.335,4,1984,20500
소사본동,2,한신,84.205,7,1984,28000
소사본동,2,풍림,84.77,2,1996,28000
소사본동,2,성지,60.11,2,1988,19000
소사본동,2,부천소사역푸르지오,84.9407,17,2012,67500
소사본동,2,세영타워메카,76.224,10,2009,25000
소사본동,2,주공뜨란채,75.54,14,2006,39000
소사본동,2,주공뜨란채,75.54,13,2006,38450
소사본동,2,주공,59.45,6,2006,33200
소사본동,2,소사에스케이뷰,84.9841,8,2004,46200
소사본동,2,양우파크타운(내안愛),84.77,2,2003,37000
소사본동,2,양우파크타운(내안愛),84.845,18,2003,36500
소사본동,2,풍림,84.77,11,1996,30000
소사본동,2,주공,58.14,11,1995,22400
소사본동,2,주공뜨란채,84.85,8,2006,43700
소사본동,2,부천소사역푸르지오,84.9407,24,2012,67500
소사본동,2,풍림,84.77,1,1996,28450
소사본동,2,주공,59.45,11,2006,32000
소사본동,2,소사에스케이뷰,84.9841,6,2004,47900
소사본동,2,한신,64.335,6,1984,22000
소사본동,2,주공,58.14,6,1995,21550
소사본동,2,정다운그린빌,75.91,3,2019,34400
소사본동,2,부천소사역푸르지오,59.9241,18,2012,58000
소사본동,2,풍림,84.77,11,1996,30000
소사본동,2,성지,60.11,7,1988,19700
소사본동,2,주공뜨란채,84.85,8,2006,43000
소사본동,2,삼성,134.97,9,1995,38700
소사본동,2,세영타워메카,107.135,5,2009,29000
소사본동,2,주공뜨란채,84.85,12,2006,43500
소사본동,2,일안,75.83,7,2004,37500
소사본동,2,풍림,84.77,12,1996,30000
소사본동,2,주공,58.14,7,1995,21800
소사본동,2,부천소사역푸르지오,59.9241,14,2012,59000
소사본동,2,주공뜨란채,75.13,12,2006,39800
소사본동,2,소사에스케이뷰,84.9841,14,2004,49500
소사본동,2,소사에스케이뷰,84.9841,13,2004,49800
소사본동,2,소사에스케이뷰,84.9841,7,2004,46900
소사본동,2,한신,84.495,7,1984,26800
소사본동,2,한신,41.295,7,1984,15000
소사본동,2,풍림,84.77,5,1996,29200
소사본동,2,양우파크타운(내안愛),84.77,21,2003,39700
소사본동,2,중앙하이츠,72.82,5,2004,22300
소사본동,2,풍림,84.77,6,1996,30400
소사본동,2,주공뜨란채,84.85,12,2006,42500
소사본동,2,중앙하이츠,72.82,6,2004,21500
소사본동,2,소사에스케이뷰,84.9841,19,2004,47300
소사본동,2,소사에스케이뷰,84.9841,20,2004,47900
소사본동,2,풍림,84.77,5,1996,29900
소사본동,2,한신,64.335,11,1984,21700
소사본동,2,주공,59.45,7,2006,34700
소사본동,2,양우파크타운(내안愛),84.77,20,2003,40000
소사본동,2,청구,134.55,6,1995,38150
소사본동,2,주공뜨란채,75.54,14,2006,37500
소사본동,2,풍림,84.77,7,1996,30000
소사본동,2,두산,134.97,5,1995,39800
소사본동,2,정다운그린빌,67.97,2,2019,37800
소사본동,2,부천소사역푸르지오,122.8644,14,2012,74500
소사본동,2,부천소사역푸르지오,84.9407,4,2012,64500
소사본동,2,부천소사역푸르지오,84.9407,19,2012,70000
소사본동,2,주공,59.45,11,2006,34500
소사본동,2,소사에스케이뷰,84.9841,6,2004,48500
소사본동,2,풍림,84.77,7,1996,29800
송내동,2,삼익1,62.64,3,1979,21900
송내동,2,송내역 파인 푸르지오 2단지,84.9933,7,2016,61300
송내동,2,송내역 파인 푸르지오 1단지,84.9933,4,2016,60000
송내동,2,중동푸르지오2차(A단지),84.96,19,2008,48800
송내동,2,중동푸르지오2차(A단지),84.99,20,2008,50900
송내동,2,푸르지오,59.8,19,2005,40700
송내동,2,욱일4,69.48,5,1984,30000
송내동,2,우성,84.91,8,1990,39100
송내동,2,삼익1,62.64,12,1979,21400
송내동,2,중동푸르지오2차(A단지),84.99,13,2008,51000
송내동,2,건우2,53.19,3,1985,15100
송내동,2,송내역 파인 푸르지오 2단지,84.9933,6,2016,60000
송내동,2,해마루플러스,66.44,7,2012,17400
송내동,2,푸르지오,84.874,19,2005,50000
송내동,2,뜨란채주공,51.69,11,2004,27000
송내동,2,대양,60,4,1987,21000
송내동,2,송내역 파인 푸르지오 2단지,74.9964,13,2016,55500
송내동,2,동신,58.59,1,1985,21500
송내동,2,현대,50.49,7,1988,20600
송내동,2,현대,50.49,8,1988,18200
송내동,2,부천 우방 유쉘,84.94,10,2010,37900
송내동,2,푸르지오,84.874,24,2005,46300
송내동,2,뉴서울,84.95,16,1995,38500
송내동,2,천평대,55.2037,6,2003,19500
송내동,2,욱일4,69.48,5,1984,29500
송내동,2,삼익1,51.67,3,1979,13500
송내동,2,대진,58.5,5,1985,28200
송내동,2,성호,59.98,11,1995,27500
송내동,2,송내역 파인 푸르지오 1단지,84.9933,3,2016,59300
송내동,2,푸른빌,107.6809,14,2008,37000
송내동,2,중동푸르지오2차(A단지),84.96,17,2008,49000
송내동,2,현대,50.49,5,1988,18100
송내동,2,대한,84.426,12,1994,29000
송내동,2,송내역 파인 푸르지오 2단지,62.9958,21,2016,52000
송내동,2,중동푸르지오2차(B단지),84.99,2,2008,47800
송내동,2,중동푸르지오2차(A단지),59.82,19,2008,44000
송내동,2,푸르지오,59.8,8,2005,36700
송내동,2,현대,77.28,13,1988,30000
송내동,2,우성,72.34,12,1990,34500
송내동,2,성호,59.98,3,1995,26900
송내동,2,삼익1,62.64,11,1979,22000
송내동,2,중동푸르지오2차(A단지),84.96,3,2008,46800
송내동,2,푸르지오,84.874,5,2005,49400
송내동,2,삼우,75.24,5,1986,20000
송내동,2,성호,59.98,5,1995,26500
송내동,2,송내대우,80.675,5,2001,33000
송내동,2,중동푸르지오2차(A단지),84.96,18,2008,49000
송내동,2,현대,50.49,9,1988,20000
송내동,2,뉴서울,123.72,7,1995,42000
송내동,2,중동푸르지오2차(B단지),84.96,5,2008,46000
송내동,2,중동푸르지오2차(A단지),84.96,15,2008,50000
송내동,2,중동푸르지오2차(A단지),84.96,17,2008,48800
송내동,2,중동푸르지오2차(A단지),84.96,8,2008,48400
송내동,2,푸르지오,84.874,5,2005,49000
송내동,2,성호,59.98,10,1995,27500
송내동,2,동신,72.9,9,1985,31100
송내동,2,삼익1,81.79,12,1979,22500
송내동,2,중동푸르지오2차(A단지),84.96,10,2008,48900
송내동,2,푸르지오,59.8,16,2005,44700
송내동,2,현대,43.02,7,1988,15770
송내동,2,청실,62.46,5,1986,17500
송내동,2,욱일5,69.66,3,1985,34000
송내동,2,건우2,53.19,4,1985,19500
송내동,2,송내역 파인 푸르지오 2단지,62.9958,25,2016,52000
송내동,2,중동푸르지오2차(B단지),84.96,6,2008,47500
송내동,2,중동푸르지오2차(A단지),84.99,6,2008,50400
송내동,2,뜨란채주공,84.75,3,2004,37500
송내동,2,욱일5,73.08,3,1985,34000
송내동,2,우성,127.22,13,1990,44000
송내동,2,송내대우,80.675,2,2001,33900
송내동,2,삼익1,62.64,6,1979,22000
송내동,2,뉴서울,59.97,11,1995,28700
송내동,2,중동푸르지오2차(B단지),84.96,4,2008,46700
송내동,2,중동푸르지오2차(A단지),84.96,19,2008,49000
송내동,2,우성,84.91,10,1990,37700
송내동,2,푸르지오,84.874,18,2005,49800
송내동,2,송내자이,59.9442,11,2009,39800
송내동,2,건우2,53.19,2,1985,19000
송내동,2,송내역 파인 푸르지오 1단지,84.9933,5,2016,60000
송내동,2,중동푸르지오2차(B단지),84.99,14,2008,52400
송내동,2,중동푸르지오2차(A단지),84.99,18,2008,51500
송내동,2,푸르지오,84.874,16,2005,50500
송내동,2,우성,72.34,8,1990,34200
송내동,2,송내대우,80.675,6,2001,35500
송내동,2,삼익1,62.64,7,1979,21900
송내동,2,푸르지오,84.874,8,2005,48000
송내동,2,동신(336-6),59.76,4,1985,34200
송내동,2,중동푸르지오2차(B단지),84.96,8,2008,50500
송내동,2,중동푸르지오2차(A단지),109.38,7,2008,61500
송내동,2,중동푸르지오2차(A단지),84.99,11,2008,52500
송내동,2,중동푸르지오2차(A단지),84.96,11,2008,51000
송내동,2,푸르지오,84.874,9,2005,49000
송내동,2,욱일4,69.48,2,1984,35000
송내동,2,삼익1,39.93,3,1979,13450
송내동,2,우성,72.34,8,1990,34000
송내동,2,중동푸르지오2차(A단지),84.96,8,2008,51000
송내동,2,푸르지오,84.874,6,2005,49800
송내동,2,현대,50.49,4,1988,17000
송내동,2,욱일4,69.48,3,1984,33000
송내동,2,동신,84.6,2,1985,29400
송내동,2,부천 송내 동양 N'PART ,84.96,3,2010,36800
송내동,2,송내자이,125.8831,19,2009,57500
송내동,2,송내자이,125.8831,4,2009,55000
송내동,2,푸르미아,74.9,12,2009,29500
송내동,2,중동푸르지오2차(B단지),84.96,2,2008,45900
송내동,2,중동푸르지오2차(B단지),84.96,9,2008,50000
송내동,2,중동푸르지오2차(B단지),84.99,14,2008,50750
송내동,2,중동푸르지오2차(A단지),84.96,3,2008,48800
송내동,2,중동푸르지오2차(A단지),84.96,4,2008,50000
송내동,2,중동푸르지오2차(A단지),84.96,19,2008,50000
송내동,2,중동푸르지오2차(A단지),84.96,9,2008,49000
송내동,2,중동푸르지오2차(A단지),84.96,13,2008,49400
송내동,2,푸르지오,84.874,20,2005,49000
송내동,2,현대,84.92,1,1988,30700
송내동,2,현대,50.49,2,1988,17600
송내동,2,현대,50.49,12,1988,18000
송내동,2,동신,72.9,2,1985,26500
송내동,2,뉴서울,59.97,2,1995,27900
송내동,2,송내역 파인 푸르지오 1단지,84.9933,7,2016,61200
송내동,2,푸르지오,84.874,7,2005,49300
송내동,2,뜨란채주공,59.99,5,2004,33200
송내동,2,삼익1,39.93,3,1979,13200
송내동,2,욱일5,73.08,4,1985,36000
송내동,2,뉴서울,59.97,12,1995,28600
송내동,2,푸르지오,84.874,7,2005,50000
송내동,2,푸르지오,84.874,12,2005,50800
송내동,2,뜨란채주공,51.69,4,2004,26400
송내동,2,삼익1,62.64,9,1979,21800
송내동,2,송내자이,121.4282,2,2009,52800
송내동,2,대진,61.56,4,1985,36000
송내동,2,중동푸르지오2차(A단지),59.82,6,2008,43900
송내동,2,중동푸르지오2차(A단지),84.99,7,2008,53000
송내동,2,삼익1,51.67,2,1979,14600
송내동,2,삼익1,39.93,4,1979,13800
송내동,2,뉴서울,59.97,4,1995,28500
송내동,2,송내역 파인 푸르지오 1단지,84.9933,22,2016,65500
송내동,2,부천 우방 유쉘,84.94,13,2010,41000
송내동,2,중동푸르지오2차(B단지),84.99,17,2008,50000
송내동,2,중동푸르지오2차(B단지),84.96,1,2008,41900
송내동,2,중동푸르지오2차(A단지),120.77,14,2008,63500
송내동,2,푸르지오,84.874,19,2005,49700
송내동,2,뉴서울,59.97,11,1995,30300
송내동,2,송내역 파인 푸르지오 2단지,62.9609,16,2016,53000
송내동,2,송내역 파인 푸르지오 2단지,62.9958,1,2016,48000
송내동,2,송내역 파인 푸르지오 2단지,84.9933,2,2016,59000
송내동,2,중동푸르지오2차(B단지),84.99,10,2008,51800
송내동,2,중동푸르지오2차(B단지),84.96,17,2008,51000
송내동,2,중동푸르지오2차(A단지),84.96,10,2008,51000
송내동,2,푸르지오,59.8,18,2005,42700
송내동,2,뜨란채주공,84.75,14,2004,39000
송내동,2,욱일5,69.66,2,1985,36000
송내동,2,삼익1,62.64,12,1979,22500
심곡동,2,다온하브,21.21,6,2005,12500
심곡동,2,노마즈하우스,14.28,16,2012,8000
심곡동,2,대준블루온,19.08,6,2014,9300
심곡동,2,다온하브,21.756,7,2005,13000
심곡동,2,퍼스트팰리스,64.375,11,2017,28900
심곡동,2,부천역푸르지오시티,14.628,13,2014,9100
심곡동,2,하나리아벨주상복합,62.45,9,2005,25000
심곡동,2,태승훼미리,84.9921,10,2006,35500
심곡동,2,삼융그린,59.2966,5,2002,24000
심곡동,2,TK 리즈빌,52.99,11,2019,30600
심곡동,2,부천역푸르지오시티,14.628,14,2014,9450
심곡동,2,삼융아파트오피스텔,66.6815,13,2005,26000
심곡동,2,동보프리미아,78.76,5,2008,27000
심곡동,2,수정홈타운,43.62,4,2005,14500
심곡동,2,하나리아벨주상복합,62.45,11,2005,26500
심곡동,2,오성,65.74,4,1982,17000
심곡동,2,엠제이팰리스,56.28,9,2019,32900
심곡동,2,가온팰리스,18,4,2015,10000
심곡동,2,수정홈타운,43.62,3,2005,15000
심곡동,2,심곡베스트빌,98.04,9,2009,28000
심곡동,2,태강2동,47.43,4,2002,17500
심곡동,2,TK 리즈빌,54.31,15,2019,31500
심곡본동,2,부천극동APT,69.85,10,1980,22750
심곡본동,2,롯데APT,84.87,13,1984,30000
심곡본동,2,"성주APT(1,2동)",79.93,3,1979,22800
심곡본동,2,롯데APT,60.89,3,1984,20600
심곡본동,2,롯데APT,60.89,4,1984,21000
심곡본동,2,롯데APT,60.89,4,1984,21000
심곡본동,2,"태경삼익APT(A,B동)",52.47,2,1985,19650
심곡본동,2,보강센트럴빌APT(101동),66.1766,9,2002,28500
심곡본동,2,보강센트럴빌APT(101동),66.1766,4,2002,27000
심곡본동,2,"태경삼익APT(A,B동)",52.47,7,1985,19100
심곡본동,2,"태경삼익APT(A,B동)",80.19,8,1985,30000
심곡본동,2,부천아름다운나날APT,79.3513,4,2005,30300
심곡본동,2,"태경삼익APT(A,B동)",61.8,3,1985,22500
심곡본동,2,롯데APT,60.89,9,1984,23900
심곡본동,2,로얄APT,57.12,7,1986,19000
심곡본동,2,롯데APT,60.89,4,1984,23000
심곡본동,2,롯데APT,84.87,9,1984,31500
심곡본동,2,부천극동APT,69.85,2,1980,23100
약대동,2,부천아이파크,119.33,11,2017,60500
약대동,2,부천아이파크,84.58,12,2017,54500
약대동,2,부천3차아이파크,59.9925,17,2017,45500
약대동,2,부천3차아이파크,59.9925,25,2017,46800
약대동,2,흥립약대,44.01,3,1984,15000
약대동,2,부천아이파크,119.33,9,2017,61000
약대동,2,부천아이파크,84.58,6,2017,49500
약대동,2,부천아이파크,84.6,21,2017,51200
약대동,2,부천아이파크,84.98,21,2017,48500
약대동,2,부천아이파크,84.6,6,2017,51700
약대동,2,부천아이파크,84.6,6,2017,50300
약대동,2,부천아이파크,59.95,9,2017,44500
약대동,2,부천위브트레지움1단지,84.98,19,2012,57500
약대동,2,부천아이파크,84.6,19,2017,50700
약대동,2,부천아이파크,119.33,3,2017,59500
약대동,2,부천위브트레지움2단지,114.98,6,2012,70000
약대동,2,부천아이파크,84.6,8,2017,49500
약대동,2,부천아이파크,119.33,17,2017,62000
약대동,2,부천위브트레지움2단지,84.98,17,2012,59500
약대동,2,부천아이파크,84.98,5,2017,49700
약대동,2,부천아이파크,84.92,10,2017,50000
약대동,2,부천아이파크,84.58,12,2017,53000
약대동,2,부천위브트레지움2단지,114.98,10,2012,72800
약대동,2,부천아이파크,84.6,15,2017,53300
약대동,2,부천아이파크,84.98,14,2017,51500
약대동,2,부천위브트레지움1단지,84.98,22,2012,54700
약대동,2,부천아이파크,84.6,6,2017,53000
약대동,2,부천3차아이파크,59.9925,17,2017,45730
약대동,2,부천아이파크,182.24,8,2017,78700
약대동,2,부천위브트레지움1단지,84.98,11,2012,56500
약대동,2,부천아이파크,119.33,1,2017,56800
약대동,2,부천아이파크,84.58,5,2017,53000
약대동,2,부천아이파크,84.6,8,2017,51500
약대동,2,부천위브트레지움2단지,114.98,10,2012,68500
약대동,2,흥립약대,41.31,5,1984,15000
약대동,2,부천아이파크,84.6,22,2017,53000
약대동,2,부천아이파크,84.48,11,2017,49900
약대동,2,부천아이파크,84.6,5,2017,49700
약대동,2,부천아이파크,59.95,25,2017,42500
약대동,2,부천3차아이파크,59.9925,10,2017,48000
약대동,2,부천아이파크,84.58,5,2017,54300
약대동,2,부천위브트레지움2단지,84.98,13,2012,68000
약대동,2,부천3차아이파크,59.9925,8,2017,46700
약대동,2,부천3차아이파크,59.9925,11,2017,46900
약대동,2,부천아이파크,84.98,13,2017,49000
약대동,2,부천아이파크,84.48,18,2017,52000
약대동,2,부천아이파크,84.6,21,2017,50500
약대동,2,부천아이파크,84.48,12,2017,50000
약대동,2,부천아이파크,84.48,4,2017,51000
약대동,2,부천아이파크,59.95,22,2017,43500
약대동,2,부천위브트레지움1단지,84.98,21,2012,57000
약대동,2,부천위브트레지움2단지,114.98,10,2012,69900
약대동,2,부천위브트레지움1단지,59.98,17,2012,48470
약대동,2,부천위브트레지움2단지,114.98,5,2012,69750
약대동,2,부천아이파크,84.6,16,2017,53500
약대동,2,부천위브트레지움2단지,59.98,13,2012,52900
약대동,2,부천위브트레지움2단지,59.98,4,2012,50000
약대동,2,부천3차아이파크,70.7887,2,2017,49700
