동,거래월,아파트명,전용면적,층수,건설년도,거래금액
고강동,1,동광모닝스카이2차,84.98,5,2007,38000
고강동,1,고강2차,56.61,2,1986,17300
고강동,1,건우,48.18,1,1986,14900
고강동,1,동광모닝스카이2차,84.98,3,2007,39500
고강동,1,인성,40.95,1,1986,13000
고강동,1,부촌1차,38.27,4,1988,12000
고강동,1,인성,40.95,4,1986,12900
고강동,1,동문미도(327-7),51.3,1,1989,13000
고강동,1,진영,40.17,5,1987,11000
고강동,1,건우,48.9,2,1986,15000
고강동,1,삼우(396),46.26,3,1988,15600
고강동,1,부강1차,46.8,3,1987,14500
고강동,1,삼우(396),38.97,1,1988,13200
고강동,1,부촌2차,38.27,3,1988,12500
고강동,1,삼우(389-1),42.03,4,1987,13300
고강동,1,부촌1차,38.27,4,1988,13000
고강동,1,동광모닝스카이1차,84.98,1,2007,35800
고강동,1,홍익,48.45,4,1989,13500
고강동,1,삼우(389-1),42.03,2,1987,12800
고강동,1,동문미도(327-7),59.4,2,1989,18000
고강동,1,부강2차,45,5,1988,14500
고강동,1,삼우(389-1),42.03,1,1987,13300
고강동,1,진영,40.17,4,1987,12600
고강동,1,삼우(389-1),42.03,3,1987,13800
고강동,1,새보미,47.61,1,1986,15400
고강동,1,현대,45.28,1,1988,13700
고강동,1,동문미도(327-7),51.3,2,1989,13150
괴안동,1,복지,54.9,5,1986,18000
괴안동,1,대현8차,47.22,1,1987,13550
괴안동,1,대성(175-6),48.42,2,1988,15800
괴안동,1,조공2차,78.156,4,1985,29300
괴안동,1,조공2차,78.156,4,1985,30000
괴안동,1,모아,56.04,5,1986,15500
괴안동,1,조공1차,66.645,2,1984,26000
괴안동,1,성우,46.08,5,1987,12800
괴안동,1,삼익세라믹,84.93,9,1988,29800
괴안동,1,한아름1차다동,52.38,2,1986,17200
괴안동,1,거산,55.26,4,1992,18800
괴안동,1,현대5차,62.33,5,1989,22800
괴안동,1,삼익세라믹,84.93,3,1988,28200
괴안동,1,성우,49.23,2,1987,13000
괴안동,1,대진,55.98,3,1987,23000
괴안동,1,트윈파크,75.6518,10,2004,30200
괴안동,1,거산,55.26,3,1992,19500
괴안동,1,신일해피트리,84.75,10,2005,34500
괴안동,1,트윈파크,55.4428,9,2004,24300
괴안동,1,반도,56.314,9,2002,40000
괴안동,1,복지,42.66,1,1986,13900
괴안동,1,대성,41.76,5,1986,12750
괴안동,1,캐슬9 아파트,66.45,9,2019,35300
괴안동,1,복지,42.66,2,1986,13900
괴안동,1,현대허니문,43.74,2,1988,9900
괴안동,1,복지,54.9,5,1986,16200
괴안동,1,청암(91-2),56.61,1,1987,21800
괴안동,1,염광,43.69,5,1989,13500
괴안동,1,거산,55.26,1,1992,18700
괴안동,1,삼익3차,109.35,2,1990,32900
괴안동,1,대현9차,48.75,1,1987,14700
괴안동,1,청암(91-1)C동,37.08,5,1987,14300
괴안동,1,삼익3차,56.67,6,1990,20500
괴안동,1,성우2차,55.35,2,1985,36000
괴안동,1,덕림현대,44.8,4,1987,11900
괴안동,1,거산,67.38,2,1992,22900
괴안동,1,반도,56.314,7,2002,40000
괴안동,1,반도,56.314,3,2002,42000
괴안동,1,염광,52.33,3,1989,15900
괴안동,1,복지,54.9,4,1986,17400
괴안동,1,거산,67.38,1,1992,22200
괴안동,1,삼익3차,56.67,8,1990,21200
괴안동,1,염광,72.28,7,1989,20500
괴안동,1,대현9차,48.75,1,1987,14800
괴안동,1,덕림현대,49.2,2,1987,14500
괴안동,1,현대1차,37.96,5,1989,18200
괴안동,1,복지,42.66,1,1986,13500
괴안동,1,반도,56.26,4,2002,18000
괴안동,1,역곡두진,84.96,14,1998,28800
괴안동,1,조공1차,58.545,1,1984,22800
괴안동,1,네오빌,27.26,4,2002,11200
괴안동,1,삼익3차,70.41,11,1990,24000
괴안동,1,조공2차,78.156,4,1985,30500
괴안동,1,조공1차,61.275,3,1984,24500
괴안동,1,삼익세라믹,75.51,11,1988,26000
괴안동,1,역곡두진,84.96,8,1998,28500
괴안동,1,조공2차,78.156,4,1985,30000
괴안동,1,조공2차,78.156,4,1985,30500
내동,1,대성파크빌,82.14,4,2003,24000
도당동,1,푸른솔,42.36,2,1989,12500
도당동,1,우남(57-1),52.11,3,1990,17300
도당동,1,근화,55.8,5,1994,13000
도당동,1,복사골1(C동),40.44,4,1989,12250
도당동,1,우남(57-1),52.11,2,1990,17000
도당동,1,성원,52.58,3,1984,23300
도당동,1,성원,49.73,4,1984,22000
도당동,1,우남2차,59.13,3,1990,17100
도당동,1,진성그린테라스,76.08,8,2009,30950
범박동,1,범박휴먼시아2단지,84.93,8,2011,47500
범박동,1,부천범박힐스테이트 6단지,70.4,16,2003,36500
범박동,1,부천범박힐스테이트2단지,75.84,24,2004,42500
범박동,1,부천범박힐스테이트5단지,122.8,14,2003,55800
범박동,1,부천범박힐스테이트 4단지,84.39,16,2003,50000
범박동,1,범박휴먼시아2단지,74.32,10,2011,43800
범박동,1,부천범박힐스테이트3단지,75.38,4,2004,40500
범박동,1,부천범박힐스테이트2단지,75.84,19,2004,42700
범박동,1,부천범박힐스테이트3단지,84.92,22,2004,43000
범박동,1,부천범박힐스테이트3단지,84.92,9,2004,44200
범박동,1,부천범박힐스테이트 4단지,84.39,1,2003,44800
범박동,1,부천 범박 힐스테이트1단지,59.95,11,2004,38300
범박동,1,부천범박힐스테이트 6단지,70.4,20,2003,36500
범박동,1,부천범박힐스테이트 4단지,99.61,19,2003,52000
범박동,1,부천범박힐스테이트3단지,84.92,13,2004,45400
범박동,1,부천범박힐스테이트3단지,84.92,11,2004,45700
범박동,1,부천 범박 힐스테이트1단지,75.84,14,2004,43700
범박동,1,부천 범박 힐스테이트1단지,59.95,7,2004,37800
범박동,1,부천범박힐스테이트 4단지,84.39,10,2003,47000
범박동,1,부천범박힐스테이트 6단지,70.4,5,2003,28500
범박동,1,범박휴먼시아2단지,84.15,14,2011,45000
범박동,1,부천 범박 힐스테이트1단지,39.69,22,2004,23500
범박동,1,범박휴먼시아2단지,84.15,3,2011,44500
범박동,1,범박휴먼시아2단지,84.15,3,2011,43000
범박동,1,부천범박힐스테이트 4단지,99.61,1,2003,48700
범박동,1,범박휴먼시아2단지,84.67,12,2011,49500
범박동,1,부천 범박 힐스테이트1단지,75.84,24,2004,41500
범박동,1,부천범박힐스테이트 4단지,84.39,15,2003,44800
범박동,1,부천 범박 힐스테이트1단지,75.84,23,2004,41000
범박동,1,범박휴먼시아2단지,84.93,7,2011,45500
범박동,1,부천범박힐스테이트 6단지,70.4,2,2003,35650
범박동,1,부천범박힐스테이트 6단지,70.4,11,2003,39800
범박동,1,부천 범박 힐스테이트1단지,59.95,6,2004,38000
범박동,1,범박휴먼시아2단지,84.67,9,2011,50500
범박동,1,부천범박힐스테이트 6단지,70.4,16,2003,39700
범박동,1,부천범박힐스테이트3단지,84.92,18,2004,46000
범박동,1,부천범박힐스테이트5단지,122.8,22,2003,59000
범박동,1,부천범박힐스테이트 6단지,70.4,2,2003,35300
범박동,1,부천범박힐스테이트 4단지,84.39,10,2003,45000
삼정동,1,청연,74.67,5,2009,25300
삼정동,1,삼정 뷰그리안,84.794,10,2010,33800
삼정동,1,e-좋은아침,58.31,12,2007,23800
삼정동,1,삼정 뷰그리안,84.794,11,2010,32300
삼정동,1,e-좋은아침,58.31,8,2007,25000
상동,1,"사랑마을(벽산,선경,삼익)",114.3,6,1994,47500
상동,1,윌타운,29.78,13,2002,7300
상동,1,다정한마을(금강),84.986,10,2003,50800
상동,1,"한아름마을(삼환,동아,동성)",59.4,5,1994,25500
상동,1,"한아름마을(삼환,동아,동성)",59.4,11,1994,24800
상동,1,"한아름마을(삼환,동아,동성)",84.87,6,1994,34500
상동,1,반달마을(동아),59.92,6,1993,26400
상동,1,진달래마을(효성),84.98,2,2002,52000
상동,1,다정한마을(삼성),84.935,19,2002,43000
상동,1,반달마을(선경),59.92,11,1993,25350
상동,1,"한아름마을(삼환,동아,동성)",59.4,14,1994,24900
상동,1,진달래마을(대림),84.953,11,2002,54300
상동,1,라일락마을(신성미소지움),59.962,2,2002,39000
상동,1,백송마을(상록LG),84.84,14,2003,56600
상동,1,푸른마을(창보),84.9641,10,2002,62700
상동,1,진달래마을(효성),84.98,3,2002,52800
상동,1,"한아름마을(삼환,동아,동성)",84.87,8,1994,37300
상동,1,하얀마을아이파크,134.462,3,2002,64800
상동,1,반달마을(삼익),82.9,24,1993,38500
상동,1,코오롱이데아폴리스,115.82,25,2007,48000
상동,1,라일락마을(경남아너스빌),84.8,10,2002,48600
상동,1,다정한마을(금강),84.986,14,2003,48000
상동,1,"한아름마을(삼환,동아,동성)",84.87,12,1994,38900
상동,1,반달마을(건영),55.73,13,1993,25000
상동,1,행복한마을(한양),84,11,2002,60000
상동,1,라일락마을(경남아너스빌),84.8,4,2002,46900
상동,1,진달래마을(대우),99.5954,3,2002,59900
상동,1,다정한마을(금강),84.986,20,2003,46000
상동,1,"한아름마을(현대,라이프)",77.1,1,1993,31400
상동,1,백송마을(풍림아이원),59.997,10,2002,36500
상동,1,백송마을(풍림아이원),59.997,9,2002,42400
상동,1,꿈동산(신안),170.333,2,1994,50500
상동,1,라일락마을(신성미소지움),59.962,2,2002,38800
상동,1,백송마을(상록LG),84.84,9,2003,57000
상동,1,하얀마을아이파크,101.827,15,2002,66000
상동,1,반달마을(극동신라),59.76,9,1994,26600
상동,1,"사랑마을(벽산,선경,삼익)",156.15,6,1994,55800
상동,1,코오롱이데아폴리스,114.3,11,2007,46000
상동,1,진달래마을(대림),84.953,12,2002,54500
상동,1,라일락마을(경남아너스빌),84.8,13,2002,42500
상동,1,한아름마을(한국),71.82,12,1996,31300
상동,1,한아름마을(한국),48.18,15,1996,21250
상동,1,"한아름마을(삼환,동아,동성)",84.87,12,1994,36300
상동,1,사랑마을(청구),134.805,14,1993,49000
상동,1,백송마을(엘지에스케이),126.3118,9,2002,74500
상동,1,코오롱이데아폴리스,118.26,22,2007,44000
상동,1,라일락마을(경남아너스빌),84.8,6,2002,46300
상동,1,"한아름마을(현대,라이프)",75.188,3,1993,33300
상동,1,"사랑마을(벽산,선경,삼익)",156.15,16,1994,56500
상동,1,백송마을(엘지에스케이),126.3118,4,2002,69400
상동,1,라일락마을(경남아너스빌),84.8,7,2002,45000
상동,1,진달래마을(효성써미트빌),101.845,7,2002,72000
상동,1,라일락마을(동양),84.9874,5,2002,52500
상동,1,다정한마을(삼성),84.935,16,2002,45900
상동,1,"사랑마을(벽산,선경,삼익)",134.91,11,1994,46000
상동,1,라일락마을(대우유림),84.9196,11,2002,51000
상동,1,진달래마을(대림),84.953,4,2002,51000
상동,1,반달마을(극동신라),29.95,8,1994,16000
상동,1,라일락마을(대우유림),84.9854,15,2002,55300
상동,1,다정한마을(쌍용),134.946,2,2003,57000
상동,1,다정한마을(쌍용),134.903,4,2003,61700
상동,1,반달마을(극동신라),41.44,11,1994,20600
상동,1,라일락마을(신성미소지움),59.962,9,2002,42000
상동,1,라일락마을(신성미소지움),59.962,14,2002,41000
상동,1,다정한마을(금강),84.986,10,2003,49500
상동,1,"한아름마을(현대,라이프)",59.58,7,1993,28000
상동,1,"한아름마을(현대,라이프)",84.778,5,1993,34900
상동,1,"한아름마을(현대,라이프)",84.778,14,1993,35700
상동,1,한아름마을(동원),59.4,8,1995,24000
상동,1,"한아름마을(삼환,동아,동성)",84.87,20,1994,39500
상동,1,"사랑마을(벽산,선경,삼익)",114.3,11,1994,47500
상동,1,"사랑마을(벽산,선경,삼익)",114.3,7,1994,51800
상동,1,백송마을(엘지에스케이),98.9986,10,2002,68800
상동,1,반달마을(삼익),82.9,20,1993,39400
상동,1,반달마을(동아),59.92,1,1993,21200
상동,1,반달마을(동아),50.03,2,1993,20000
상동,1,윌타운,34.4,15,2002,7400
상동,1,라일락마을(신성미소지움),59.962,10,2002,42750
상동,1,다정한마을(주공),84.8,15,2002,43200
상동,1,다정한마을(쌍용),134.929,3,2003,62600
상동,1,"한아름마을(삼환,동아,동성)",84.87,13,1994,35500
상동,1,하얀마을아이파크,134.462,7,2002,68500
상동,1,한아름마을(동원),84.97,1,1995,30900
상동,1,라일락마을(신성미소지움),59.962,8,2002,41300
상동,1,라일락마을(신성미소지움),59.881,7,2002,41500
상동,1,라일락마을(경남아너스빌),84.8,14,2002,48000
상동,1,라일락마을(경남아너스빌),84.8,13,2002,45000
상동,1,진달래마을(대우),155.8337,4,2002,73000
상동,1,다정한마을(쌍용),157.928,13,2003,73000
상동,1,"한아름마을(현대,라이프)",84.9,23,1993,36300
상동,1,라일락마을(동양),84.9874,6,2002,53000
상동,1,반달마을(극동신라),59.535,4,1994,27700
상동,1,비잔티움상동,135.57,28,2007,66000
상동,1,하얀마을(경남),59.8218,17,2002,34900
상동,1,진달래마을(대림),84.953,6,2002,52500
상동,1,라일락마을(신성미소지움),59.962,6,2002,43450
상동,1,다정한마을(주공),84.8,15,2002,45000
상동,1,푸른마을(한라),59.998,2,2002,44200
상동,1,라일락마을(동양),84.9874,8,2002,52700
상동,1,라일락마을(동양),84.9874,10,2002,53400
상동,1,다정한마을(삼성),84.935,9,2002,47000
상동,1,다정한마을(금강),84.986,13,2003,49000
상동,1,우남,47.34,4,1989,14500
상동,1,사랑마을(청구),101.53,8,1993,46500
상동,1,반달마을(삼익),82.9,25,1993,34500
상동,1,꿈동산(신안),134.79,1,1994,46000
상동,1,스타팰리스2,74.55,14,2004,25600
상동,1,다정한마을(주공),84.8,11,2002,43500
상동,1,"한아름마을(현대,라이프)",59.58,3,1993,23200
상동,1,백송마을(풍림아이원),59.997,8,2002,37000
상동,1,백송마을(풍림아이원),59.997,3,2002,39000
상동,1,반달마을(삼익),82.9,3,1993,34500
상동,1,꿈동산(신안),134.79,7,1994,48000
상동,1,반달마을(건영),59.84,1,1993,23700
상동,1,진달래마을(대림),84.953,4,2002,56700
상동,1,라일락마을(신성미소지움),59.962,15,2002,41000
상동,1,라일락마을(경남아너스빌),84.8,19,2002,48000
상동,1,백송마을(풍림아이원),59.997,17,2002,37950
상동,1,반달마을(선경),50.03,6,1993,22400
상동,1,반달마을(삼익),82.9,17,1993,36500
상동,1,반달마을(극동신라),29.95,17,1994,15600
상동,1,반달마을(건영),59.84,8,1993,28500
상동,1,하얀마을아이파크,134.462,9,2002,71000
상동,1,하얀마을(경남),59.8218,1,2002,34700
상동,1,윌타운,28.38,11,2002,6700
상동,1,진달래마을(대우),130.3698,3,2002,73900
상동,1,"한아름마을(현대,라이프)",77.1,7,1993,32800
상동,1,"한아름마을(삼환,동아,동성)",59.4,7,1994,24200
상동,1,"한아름마을(삼환,동아,동성)",59.4,3,1994,23500
상동,1,반달마을(삼익),82.9,14,1993,35800
상동,1,라일락마을(경남아너스빌),84.8,7,2002,44000
상동,1,다정한마을(주공),84.8,3,2002,41000
상동,1,행복한마을(금호),84.87,7,2002,64400
상동,1,행복한마을(서해),127.738,12,2002,79200
상동,1,백송마을(풍림아이원),59.997,10,2002,39000
상동,1,라일락마을(서해),112.155,4,2002,66800
상동,1,라일락마을(서해),127.738,7,2002,75000
상동,1,반달마을(극동신라),41.44,2,1994,18000
상동,1,하얀마을(경남),59.8218,6,2002,38000
상동,1,"한아름마을(현대,라이프)",84.778,19,1993,36700
상동,1,반달마을(삼익),82.9,18,1993,35400
상동,1,반달마을(삼익),82.9,2,1993,34500
상동,1,라일락마을(신성미소지움),59.962,1,2002,37500
상동,1,라일락마을(서해),127.738,10,2002,72000
상동,1,다정한마을(삼성),84.935,2,2002,41800
상동,1,다정한마을(금강),84.986,12,2003,48000
상동,1,"한아름마을(현대,라이프)",77.1,13,1993,33400
상동,1,하얀마을아이파크,134.462,2,2002,65500
상동,1,반달마을(선경),59.28,10,1993,25600
상동,1,코오롱이데아폴리스,116.11,30,2007,46500
상동,1,라일락마을(신성미소지움),59.962,7,2002,43200
상동,1,진달래마을(효성써미트빌),101.845,1,2002,58700
상동,1,다정한마을(쌍용),101.703,13,2003,59500
상동,1,"한아름마을(현대,라이프)",84.778,6,1993,34700
상동,1,"사랑마을(벽산,선경,삼익)",114.3,18,1994,45500
상동,1,반달마을(동아),59.92,15,1993,23500
상동,1,진달래마을(대림),84.953,21,2002,57000
상동,1,다정한마을(삼성),84.935,5,2002,44600
상동,1,한아름마을(동원),59.4,3,1995,23300
상동,1,우남,46.935,3,1989,15000
상동,1,사랑마을(청구),101.53,1,1993,42000
상동,1,백송마을(풍림아이원),59.997,13,2002,36300
소사동,1,금강,69.39,4,1983,23600
소사본동,1,주공,37.67,14,1995,16400
소사본동,1,리더스APT,73.28,3,2019,43000
소사본동,1,청구,134.55,4,1995,41000
소사본동,1,소사에스케이뷰,84.9841,9,2004,46000
소사본동,1,주공,58.14,15,1995,21500
소사본동,1,주공뜨란채,75.13,16,2006,39900
소사본동,1,주공뜨란채,84.8,2,2006,37000
소사본동,1,주공뜨란채,84.85,3,2006,39500
소사본동,1,소사에스케이뷰,84.9841,3,2004,43350
소사본동,1,한신,64.335,10,1984,22300
소사본동,1,주공뜨란채,84.85,14,2006,42000
소사본동,1,양우파크타운(내안愛),84.77,6,2003,35800
소사본동,1,주공,58.14,11,1995,22500
소사본동,1,한신,84.205,5,1984,26950
소사본동,1,한신,84.495,10,1984,27800
소사본동,1,청구,134.55,14,1995,39500
소사본동,1,주공뜨란채,84.85,4,2006,42000
소사본동,1,소사에스케이뷰,84.9841,5,2004,45700
소사본동,1,중앙리치빌,57.13,4,2004,18250
소사본동,1,주공뜨란채,84.85,13,2006,42500
소사본동,1,소라아파트,45.72,4,1989,13200
소사본동,1,부천소사역푸르지오,59.9241,4,2012,52300
소사본동,1,삼성,101.82,7,1995,37000
소사본동,1,부천소사역푸르지오,122.8644,29,2012,70000
소사본동,1,소새울KCC스위첸,101.32,4,2012,49300
소사본동,1,주공뜨란채,84.85,16,2006,42000
소사본동,1,주공,59.45,11,2006,33500
소사본동,1,청구,134.55,5,1995,39300
소사본동,1,청구,134.55,10,1995,40700
소사본동,1,성지,80.08,9,1988,28700
소사본동,1,한신,41.295,7,1984,13900
소사본동,1,한신,84.495,7,1984,29000
소사본동,1,주공,58.14,8,1995,21500
소사본동,1,한신,41.295,8,1984,15300
소사본동,1,한신,41.295,10,1984,14500
소사본동,1,주공뜨란채,84.85,2,2006,39700
소사본동,1,부천소사역푸르지오,84.9407,1,2012,62000
소사본동,1,주공뜨란채,84.85,6,2006,41900
소사본동,1,삼성,101.82,5,1995,35800
소사본동,1,주공뜨란채,75.13,14,2006,39250
소사본동,1,한신,64.335,12,1984,21500
소사본동,1,한신,64.335,1,1984,20700
소사본동,1,풍림,84.77,11,1996,29800
소사본동,1,삼성,134.97,5,1995,39900
소사본동,1,주공,59.45,6,2006,32750
소사본동,1,진양,39.12,4,1988,13000
소사본동,1,삼성,134.97,5,1995,39800
소사본동,1,소사에스케이뷰,84.9087,8,2004,43800
소사본동,1,한신,84.205,8,1984,27200
소사본동,1,한신,41.295,5,1984,15900
소사본동,1,삼성,134.97,12,1995,39700
소사본동,1,주공뜨란채,84.85,14,2006,42500
소사본동,1,주공,59.45,17,2006,33500
소사본동,1,한신,41.295,10,1984,15700
소사본동,1,주공,58.14,5,1995,21500
소사본동,1,주공,37.67,10,1995,16800
소사본동,1,주공,58.14,12,1995,22600
소사본동,1,진양,39.12,5,1988,13000
소사본동,1,주공,58.14,1,1995,20500
소사본동,1,주공뜨란채,84.85,6,2006,42500
소사본동,1,소사에스케이뷰,84.9841,5,2004,44500
소사본동,1,주공뜨란채,84.85,9,2006,41900
소사본동,1,양우파크타운(내안愛),84.77,1,2003,32700
소사본동,1,주공뜨란채,84.85,3,2006,40900
소사본동,1,풍림,84.77,3,1996,29000
소사본동,1,주공뜨란채,75.13,3,2006,37500
소사본동,1,소사에스케이뷰,84.9841,14,2004,46000
소사본동,1,두산,134.97,8,1995,39500
소사본동,1,주공,59.45,2,2006,30000
소사본동,1,주공,59.45,6,2006,33000
소사본동,1,한신,84.205,6,1984,27200
소사본동,1,한신,41.295,1,1984,13800
송내동,1,뉴서울,123.72,6,1995,42000
송내동,1,부천 우방 유쉘,84.94,6,2010,37500
송내동,1,동신(336-6),69.48,4,1985,32000
송내동,1,중동푸르지오2차(A단지),84.99,4,2008,48000
송내동,1,푸르지오,59.8,14,2005,42950
송내동,1,삼보,59.76,5,1986,30100
송내동,1,현대,84.92,12,1988,34000
송내동,1,욱일5,69.66,5,1985,28000
송내동,1,뉴서울,84.95,12,1995,37600
송내동,1,중동푸르지오2차(B단지),84.99,15,2008,49000
송내동,1,욱일5,73.08,1,1985,29800
송내동,1,삼익1,39.93,6,1979,13500
송내동,1,송내역 파인 푸르지오 1단지,84.9933,7,2016,58900
송내동,1,송내역 파인 푸르지오 1단지,62.9958,9,2016,50400
송내동,1,송내대우,80.675,15,2001,35000
송내동,1,송내역 파인 푸르지오 2단지,62.9958,6,2016,51200
송내동,1,송내역 파인 푸르지오 2단지,84.9933,15,2016,60500
송내동,1,건우1,58.05,5,1984,27000
송내동,1,욱일5,73.08,5,1985,33000
송내동,1,삼익1,80.69,9,1979,22000
송내동,1,동신(336-6),59.76,2,1985,29000
송내동,1,송내자이,121.4282,16,2009,55000
송내동,1,진주,40.23,5,1984,10900
송내동,1,송내역 파인 푸르지오 2단지,74.9964,24,2016,55800
송내동,1,송내자이,59.9442,8,2009,39300
송내동,1,송내자이,59.9442,17,2009,39300
송내동,1,푸르지오,59.8,8,2005,42800
송내동,1,삼보,56.58,1,1986,29800
송내동,1,중동푸르지오2차(A단지),120.77,4,2008,58900
송내동,1,중동푸르지오2차(B단지),84.99,10,2008,48400
송내동,1,현대(336-5),68.925,1,1984,37500
송내동,1,송내역 파인 푸르지오 2단지,62.9609,15,2016,51500
송내동,1,욱일5,73.08,3,1985,29900
송내동,1,현대,50.49,2,1988,16800
송내동,1,뉴서울,84.95,8,1995,36500
송내동,1,부천 우방 유쉘,84.94,13,2010,39400
송내동,1,건우2,50.4,3,1985,16300
송내동,1,송내역 파인 푸르지오 1단지,84.9933,20,2016,61800
송내동,1,뜨란채주공,84.75,10,2004,36300
송내동,1,삼익2,84.26,3,1979,22500
송내동,1,우성,84.91,7,1990,37500
송내동,1,대진,61.56,2,1985,32000
송내동,1,삼익1,39.93,1,1979,13400
송내동,1,푸르지오,84.874,4,2005,46850
송내동,1,현대,84.92,8,1988,30800
송내동,1,우성,84.91,4,1990,36900
송내동,1,성호,59.98,15,1995,26050
송내동,1,동신,84.6,4,1985,30000
송내동,1,푸르지오,59.8,21,2005,40500
송내동,1,삼익1,80.69,5,1979,23000
송내동,1,뉴서울,164.963,16,1995,48700
송내동,1,송내역 파인 푸르지오 1단지,84.9933,18,2016,61000
송내동,1,뉴서울,84.95,11,1995,36900
송내동,1,송내자이,121.4282,20,2009,58000
송내동,1,대진,61.56,5,1985,32800
송내동,1,건우1,58.05,3,1984,28500
송내동,1,해마루플러스,66.44,5,2012,19000
송내동,1,현대,50.49,1,1988,17400
송내동,1,동신,72.9,5,1985,28350
송내동,1,푸르지오,84.874,15,2005,48850
송내동,1,푸르지오,59.8,15,2005,43300
송내동,1,푸르지오,59.8,4,2005,42200
송내동,1,중동푸르지오2차(B단지),84.96,10,2008,48000
송내동,1,우성,84.91,10,1990,36500
송내동,1,송내대우,80.675,10,2001,35700
송내동,1,뉴서울,59.97,12,1995,28500
송내동,1,현대,84.92,13,1988,30000
송내동,1,우성,84.91,6,1990,37400
송내동,1,푸르지오,84.874,23,2005,47000
송내동,1,삼보,56.58,1,1986,31500
송내동,1,송내역 파인 푸르지오 1단지,74.9964,12,2016,53000
송내동,1,송내e-편한세상,84.96,7,2008,40000
송내동,1,삼익1,39.93,1,1979,13000
송내동,1,송내역 파인 푸르지오 2단지,74.9964,13,2016,55000
송내동,1,푸르지오,59.8,10,2005,41800
송내동,1,욱일5,69.66,4,1985,33000
송내동,1,우성,84.91,9,1990,37000
송내동,1,우성,84.91,9,1990,36500
송내동,1,삼익1,62.64,4,1979,21350
심곡동,1,우민늘사랑APT,84.9635,7,2004,32500
심곡동,1,남영라끄빌2차,37.79,7,2013,17600
심곡동,1,우민늘사랑APT,84.9635,10,2004,32000
심곡동,1,KS건영아느칸빌,84.7314,5,2004,31500
심곡동,1,TK 리즈빌,52.99,10,2019,31200
심곡동,1,JN팰리스 A동,45.748,5,2011,16500
심곡동,1,남영라끄빌,30.02,3,2012,12700
심곡동,1,부천역푸르지오시티,14.628,12,2014,9000
심곡동,1,아이원팰리스,68.91,3,2019,48800
심곡동,1,하나리아벨주상복합,62.59,11,2005,25600
심곡동,1,노마즈하우스,14.056,17,2012,8000
심곡동,1,퍼스트팰리스,71.368,7,2017,32000
심곡동,1,KS건영아느칸빌,84.7314,7,2004,32000
심곡본동,1,보강센트럴빌APT(101동),66.1766,9,2002,28000
심곡본동,1,롯데APT,84.87,1,1984,28000
심곡본동,1,부성힐하우스,63.41,12,2015,30600
심곡본동,1,"태경삼익APT(A,B동)",80.19,9,1985,26700
심곡본동,1,신도벨리체,58.26,13,2019,35400
심곡본동,1,부천극동APT,86.02,10,1980,27200
심곡본동,1,드림홈타운APT,73.4505,4,2005,24700
심곡본동,1,대창스페이스APT,66.75,3,2008,25200
심곡본동,1,부천극동APT,104.59,5,1980,33700
심곡본동,1,e편한세상 부천심곡,59.97,8,2018,38500
심곡본동,1,부천극동APT,69.85,10,1980,23000
심곡본동,1,동도 센트리움,59.92,18,2016,31500
심곡본동,1,부천극동APT,102.67,9,1980,35000
심곡본동,1,신도벨리체,58.26,15,2019,35200
심곡본동,1,부천극동APT,85.9,5,1980,28300
심곡본동,1,신도벨리체,58.26,12,2019,35000
약대동,1,부천위브트레지움2단지,84.98,14,2012,61800
약대동,1,부천위브트레지움2단지,114.98,2,2012,62000
약대동,1,부천위브트레지움2단지,84.98,20,2012,65000
약대동,1,부천위브트레지움1단지,84.98,13,2012,53500
약대동,1,부천위브트레지움2단지,84.98,18,2012,60000
약대동,1,부천3차아이파크,70.7887,18,2017,50300
약대동,1,부천3차아이파크,59.9925,13,2017,43500
약대동,1,부천아이파크,59.87,16,2017,40800
약대동,1,부천위브트레지움1단지,59.98,13,2012,44700
약대동,1,부천위브트레지움2단지,84.98,11,2012,59500
약대동,1,부천위브트레지움2단지,114.98,1,2012,61000
약대동,1,부천위브트레지움2단지,84.98,11,2012,60000
약대동,1,부천아이파크,84.6,8,2017,49800
약대동,1,부천아이파크,84.98,22,2017,49500
약대동,1,부천위브트레지움2단지,84.98,5,2012,61000
약대동,1,부천위브트레지움2단지,84.98,5,2012,54900
약대동,1,부천위브트레지움1단지,84.98,13,2012,52500
약대동,1,팔레스,82.97,5,2003,20000
약대동,1,부천아이파크,84.6,18,2017,50400
약대동,1,현대,70.23,5,1988,29300
약대동,1,부천아이파크,84.58,11,2017,53900
약대동,1,부천아이파크,159.78,19,2017,70000
약대동,1,부천위브트레지움2단지,84.98,9,2012,57000
약대동,1,현대,63.03,3,1988,26700
약대동,1,부천아이파크,119.33,15,2017,59800
약대동,1,현대,63.03,5,1988,23200
약대동,1,부천위브트레지움1단지,84.98,21,2012,54000
약대동,1,부천위브트레지움1단지,59.98,2,2012,43400
약대동,1,부천위브트레지움1단지,84.98,10,2012,55800
약대동,1,부천위브트레지움1단지,84.98,12,2012,54000
약대동,1,부천아이파크,84.48,9,2017,49500
약대동,1,부천아이파크,84.48,6,2017,47500
약대동,1,부천위브트레지움1단지,121.18,10,2012,62000
약대동,1,부천위브트레지움2단지,114.98,17,2012,71300
약대동,1,부천3차아이파크,59.9925,19,2017,45000
약대동,1,부천위브트레지움1단지,59.98,18,2012,46000
약대동,1,우남,59.83,2,1994,17000
약대동,1,부천아이파크,134.11,11,2017,64300
약대동,1,부천아이파크,134.11,10,2017,63500
